trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
704,False,"{'a': 1.0, 'e': 0.8509944817946918}",35,0,-128.13430725308757,"{0: 22, 1: 5, 2: 5, 3: 2, 4: 1}",0
705,False,"{'a': 1.0, 'e': 0.8505817481791862}",20,0,-100.29844354420246,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
706,False,"{'a': 1.0, 'e': 0.8501684898821222}",25,0,-82.64987587624688,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
707,False,"{'a': 1.0, 'e': 0.8497547071584184}",25,7,-29.466714386922348,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
708,False,"{'a': 1.0, 'e': 0.8493404002633165}",25,0,-56.59392150540131,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
709,False,"{'a': 1.0, 'e': 0.8489255694523822}",25,0,-114.12447537531746,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
710,False,"{'a': 1.0, 'e': 0.8485102149815036}",20,0,-186.34930137101762,"{0: 8, 1: 5, 2: 3, 3: 1, 4: 3}",0
711,False,"{'a': 1.0, 'e': 0.8480943371068925}",25,0,-131.3283183813266,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
712,False,"{'a': 1.0, 'e': 0.8476779360850832}",30,0,-65.73704968320864,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
713,False,"{'a': 1.0, 'e': 0.8472610121729327}",20,0,-54.025070006083695,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
714,False,"{'a': 1.0, 'e': 0.8468435656276208}",20,0,-48.84576928344681,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
715,False,"{'a': 1.0, 'e': 0.8464255967066491}",20,0,-60.78485054436565,"{0: 12, 1: 5, 2: 1, 3: 2, 4: 0}",0
716,False,"{'a': 1.0, 'e': 0.8460071056678422}",20,13,-1.319112087882953,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 1.0, 'e': 0.8455880927693462}",25,0,-87.74322108051318,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
718,False,"{'a': 1.0, 'e': 0.8451685582696296}",25,0,-77.32493503154639,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
719,False,"{'a': 1.0, 'e': 0.8447485024274819}",25,0,-76.14868970505138,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
720,False,"{'a': 1.0, 'e': 0.8443279255020151}",25,0,-22.137395887971937,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
721,False,"{'a': 1.0, 'e': 0.8439068277526618}",20,7,-46.97916940990138,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 0}",1
722,False,"{'a': 1.0, 'e': 0.8434852094391766}",25,0,-78.97815574137745,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
723,False,"{'a': 1.0, 'e': 0.8430630708216347}",20,6,-30.64318651984288,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
724,False,"{'a': 1.0, 'e': 0.8426404121604323}",20,0,-100.88110253701782,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
725,False,"{'a': 1.0, 'e': 0.8422172337162865}",25,0,-42.302900512863076,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
726,False,"{'a': 1.0, 'e': 0.8417935357502353}",20,0,-68.85133637340503,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
727,False,"{'a': 1.0, 'e': 0.8413693185236366}",25,15,-25.48582320506193,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
728,False,"{'a': 1.0, 'e': 0.840944582298169}",20,2,-109.40364571214769,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
729,False,"{'a': 1.0, 'e': 0.8405193273358312}",20,0,-94.63447850335292,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
730,False,"{'a': 1.0, 'e': 0.8400935538989418}",30,12,-53.374975565457675,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
731,False,"{'a': 1.0, 'e': 0.8396672622501393}",25,7,-67.51146483238367,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
732,False,"{'a': 1.0, 'e': 0.8392404526523818}",20,0,-119.52131306344694,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
733,False,"{'a': 1.0, 'e': 0.8388131253689466}",35,24,-33.85622204294325,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
734,False,"{'a': 1.0, 'e': 0.838385280663431}",30,0,-175.53823011484678,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
735,False,"{'a': 1.0, 'e': 0.837956918799751}",20,16,8.524733947996058,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 1.0, 'e': 0.8375280400421417}",20,0,-72.06574937042147,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
737,False,"{'a': 1.0, 'e': 0.837098644655157}",20,12,-4.6093248796926325,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 1.0, 'e': 0.8366687329036698}",25,0,-82.34240346490479,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
739,False,"{'a': 1.0, 'e': 0.836238305052871}",20,0,-51.7359427189492,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
740,False,"{'a': 1.0, 'e': 0.8358073613682702}",20,0,-60.576502610394385,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
741,False,"{'a': 1.0, 'e': 0.8353759021156952}",20,0,-59.64027593561952,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
742,False,"{'a': 1.0, 'e': 0.8349439275612917}",30,0,-82.55402686749433,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
743,False,"{'a': 1.0, 'e': 0.8345114379715233}",20,13,3.6816850885274928,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 1.0, 'e': 0.8340784336131711}",25,6,-26.61870320248703,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
745,False,"{'a': 1.0, 'e': 0.8336449147533344}",20,0,-11.600915727840523,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
746,False,"{'a': 1.0, 'e': 0.833210881659429}",25,0,-110.03892198831521,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
747,False,"{'a': 1.0, 'e': 0.8327763345991885}",30,0,-127.14539447160234,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
748,False,"{'a': 1.0, 'e': 0.8323412738406635}",25,13,-57.83403723065081,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
749,False,"{'a': 1.0, 'e': 0.8319056996522209}",30,0,-220.4974041192338,"{0: 18, 1: 0, 2: 6, 3: 3, 4: 3}",0
750,False,"{'a': 1.0, 'e': 0.8314696123025452}",35,0,-171.93862063164605,"{0: 23, 1: 2, 2: 5, 3: 3, 4: 2}",0
751,False,"{'a': 1.0, 'e': 0.8310330120606368}",30,7,-69.11997733922878,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
752,False,"{'a': 1.0, 'e': 0.8305958991958127}",20,0,-32.84530974353505,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
753,False,"{'a': 1.0, 'e': 0.8301582739777059}",20,12,-91.63212868528916,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 2}",1
754,False,"{'a': 1.0, 'e': 0.8297201366762659}",20,0,-69.34676329179513,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
755,False,"{'a': 1.0, 'e': 0.8292814875617576}",25,10,-84.53070128151438,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
756,False,"{'a': 1.0, 'e': 0.8288423269047619}",20,0,-92.24098711704127,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
757,False,"{'a': 1.0, 'e': 0.8284026549761752}",25,0,-160.20603655248703,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
758,False,"{'a': 1.0, 'e': 0.8279624720472091}",25,0,-128.91921433395487,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
759,False,"{'a': 1.0, 'e': 0.8275217783893907}",25,0,-155.59094443228707,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
760,False,"{'a': 1.0, 'e': 0.8270805742745618}",25,0,-86.32868987168109,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
761,False,"{'a': 1.0, 'e': 0.8266388599748795}",25,0,-91.61302600787556,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
762,False,"{'a': 1.0, 'e': 0.8261966357628152}",30,0,-64.6814225174877,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
763,False,"{'a': 1.0, 'e': 0.825753901911155}",25,0,-60.54168376125382,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
764,False,"{'a': 1.0, 'e': 0.8253106586929996}",25,0,-242.57692212060152,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 5}",0
765,False,"{'a': 1.0, 'e': 0.8248669063817634}",30,0,-116.50907603817431,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
766,False,"{'a': 1.0, 'e': 0.8244226452511754}",30,0,-67.37837742142723,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
767,False,"{'a': 1.0, 'e': 0.8239778755752779}",25,0,-111.33465312105368,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
768,False,"{'a': 1.0, 'e': 0.8235325976284275}",20,0,-41.63239739322262,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
769,False,"{'a': 1.0, 'e': 0.8230868116852936}",25,0,-11.304314622532628,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
770,False,"{'a': 1.0, 'e': 0.8226405180208598}",30,23,1.528206559056735,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 1.0, 'e': 0.8221937169104222}",30,0,-117.55849113624316,"{0: 22, 1: 1, 2: 2, 3: 4, 4: 1}",0
772,False,"{'a': 1.0, 'e': 0.8217464086295903}",25,12,-2.7974042568665665,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
773,False,"{'a': 1.0, 'e': 0.8212985934542861}",30,0,-110.50465526376776,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
774,False,"{'a': 1.0, 'e': 0.8208502716607448}",30,0,-105.1778111755419,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
775,False,"{'a': 1.0, 'e': 0.8204014435255136}",20,12,-12.48328531734494,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
776,False,"{'a': 1.0, 'e': 0.8199521093254523}",25,0,-66.47512638405662,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
777,False,"{'a': 1.0, 'e': 0.8195022693377328}",25,0,-169.34204998357703,"{0: 18, 1: 0, 2: 1, 3: 3, 4: 3}",0
778,False,"{'a': 1.0, 'e': 0.8190519238398392}",25,0,-114.79643173851039,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
779,False,"{'a': 1.0, 'e': 0.8186010731095669}",20,0,-96.08907010705889,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
780,False,"{'a': 1.0, 'e': 0.8181497174250234}",20,0,-140.6589955843765,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
781,False,"{'a': 1.0, 'e': 0.8176978570646276}",30,0,-117.71711026393781,"{0: 18, 1: 6, 2: 3, 3: 2, 4: 1}",0
782,False,"{'a': 1.0, 'e': 0.8172454923071099}",30,0,-115.4632441301631,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
783,False,"{'a': 1.0, 'e': 0.8167926234315112}",20,0,-57.58673454993726,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
784,False,"{'a': 1.0, 'e': 0.816339250717184}",35,0,-41.025391722900466,"{0: 27, 1: 0, 2: 8, 3: 0, 4: 0}",0
785,False,"{'a': 1.0, 'e': 0.8158853744437913}",20,8,-66.45700759698936,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 1}",1
786,False,"{'a': 1.0, 'e': 0.8154309948913068}",30,0,-118.1160660746756,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
787,False,"{'a': 1.0, 'e': 0.8149761123400147}",20,0,-80.08650105732247,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
788,False,"{'a': 1.0, 'e': 0.8145207270705094}",20,0,-53.73392671535501,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
789,False,"{'a': 1.0, 'e': 0.8140648393636953}",30,0,-192.47334655573144,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
790,False,"{'a': 1.0, 'e': 0.813608449500787}",20,0,-72.64744532905476,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
791,False,"{'a': 1.0, 'e': 0.8131515577633086}",30,0,-19.850796191380006,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
792,False,"{'a': 1.0, 'e': 0.812694164433094}",20,0,-27.802619391516814,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
793,False,"{'a': 1.0, 'e': 0.8122362697922861}",25,4,-43.03292532923304,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 0}",1
794,False,"{'a': 1.0, 'e': 0.8117778741233377}",25,0,-67.70291875750641,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
795,False,"{'a': 1.0, 'e': 0.81131897770901}",35,10,-96.13942823184777,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",1
796,False,"{'a': 1.0, 'e': 0.8108595808323734}",25,0,-63.05573922117411,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
797,False,"{'a': 1.0, 'e': 0.8103996837768072}",25,0,-175.2800700997266,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",1
798,False,"{'a': 1.0, 'e': 0.8099392868259987}",20,0,-55.809993720262895,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
799,False,"{'a': 1.0, 'e': 0.8094783902639441}",25,2,-53.76003170396554,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
800,False,"{'a': 1.0, 'e': 0.8090169943749475}",20,0,-49.150402299092974,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
801,False,"{'a': 1.0, 'e': 0.8085550994436208}",25,0,-68.71668325820234,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
802,False,"{'a': 1.0, 'e': 0.8080927057548846}",30,0,-98.44468446456997,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
803,False,"{'a': 1.0, 'e': 0.8076298135939659}",20,0,-95.35003564671538,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
804,False,"{'a': 1.0, 'e': 0.8071664232464003}",20,0,-51.0530148760298,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
805,False,"{'a': 1.0, 'e': 0.8067025349980299}",25,0,-159.05227946045804,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
806,False,"{'a': 1.0, 'e': 0.8062381491350047}",25,9,-73.7436656223488,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 1}",1
807,False,"{'a': 1.0, 'e': 0.805773265943781}",25,0,-86.64417578907283,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
808,False,"{'a': 1.0, 'e': 0.8053078857111219}",20,0,-26.620930818230494,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
809,False,"{'a': 1.0, 'e': 0.8048420087240977}",30,0,-15.909313340714546,"{0: 24, 1: 5, 2: 0, 3: 1, 4: 0}",0
810,False,"{'a': 1.0, 'e': 0.8043756352700844}",35,0,-52.4262505837495,"{0: 26, 1: 5, 2: 2, 3: 2, 4: 0}",0
811,False,"{'a': 1.0, 'e': 0.8039087656367649}",25,0,-160.42929300669667,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
812,False,"{'a': 1.0, 'e': 0.8034414001121275}",20,0,-88.8727651978643,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
813,False,"{'a': 1.0, 'e': 0.8029735389844671}",25,0,-112.92184083338196,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
814,False,"{'a': 1.0, 'e': 0.8025051825423837}",20,2,-47.024834980416216,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
815,False,"{'a': 1.0, 'e': 0.8020363310747831}",25,14,-79.61787205192687,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
816,False,"{'a': 1.0, 'e': 0.8015669848708766}",25,0,-158.73705638900572,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
817,False,"{'a': 1.0, 'e': 0.8010971442201803}",20,0,-82.38702993744533,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
818,False,"{'a': 1.0, 'e': 0.8006268094125157}",25,11,-72.67963455415804,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
819,False,"{'a': 1.0, 'e': 0.8001559807380088}",25,8,-53.66374641028229,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
820,False,"{'a': 1.0, 'e': 0.7996846584870906}",20,0,8.591952730414055,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
821,False,"{'a': 1.0, 'e': 0.799212842950496}",20,0,-94.02159687355264,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
822,False,"{'a': 1.0, 'e': 0.7987405344192648}",30,8,-165.51185166233947,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 3}",1
823,False,"{'a': 1.0, 'e': 0.7982677331847408}",25,0,0.7178324074083335,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
824,False,"{'a': 1.0, 'e': 0.797794439538571}",20,0,-117.84463553055318,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
825,False,"{'a': 1.0, 'e': 0.7973206537727071}",20,8,-90.92350757994303,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 2}",1
826,False,"{'a': 1.0, 'e': 0.7968463761794039}",30,0,-82.19686063516365,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
827,False,"{'a': 1.0, 'e': 0.7963716070512197}",30,0,-190.48209270876302,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
828,False,"{'a': 1.0, 'e': 0.7958963466810158}",20,0,-137.79973634819729,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
829,False,"{'a': 1.0, 'e': 0.7954205953619569}",25,20,7.6214476816510555,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 1.0, 'e': 0.79494435338751}",25,0,-117.13892988469422,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
831,False,"{'a': 1.0, 'e': 0.7944676210514454}",30,0,-96.55908116856166,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
832,False,"{'a': 1.0, 'e': 0.7939903986478354}",20,0,-20.319947826179998,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
833,False,"{'a': 1.0, 'e': 0.7935126864710547}",30,17,-6.585594464168954,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
834,False,"{'a': 1.0, 'e': 0.7930344848157802}",25,0,-82.82390370076328,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
835,False,"{'a': 1.0, 'e': 0.7925557939769908}",20,0,-97.44909525303763,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
836,False,"{'a': 1.0, 'e': 0.7920766142499671}",20,0,-23.891238330868166,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
837,False,"{'a': 1.0, 'e': 0.791596945930291}",25,0,-104.45124458793174,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
838,False,"{'a': 1.0, 'e': 0.7911167893138462}",20,0,-61.27745147975969,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
839,False,"{'a': 1.0, 'e': 0.7906361446968174}",25,0,-87.58757217637803,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
840,False,"{'a': 1.0, 'e': 0.7901550123756904}",25,0,-164.90784694049916,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
841,False,"{'a': 1.0, 'e': 0.7896733926472517}",20,0,-167.75015841559403,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
842,False,"{'a': 1.0, 'e': 0.7891912858085884}",20,0,-135.18036264431532,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
843,False,"{'a': 1.0, 'e': 0.7887086921570886}",25,0,-208.21068191655246,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
844,False,"{'a': 1.0, 'e': 0.7882256119904401}",25,0,-131.20648447670857,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
845,False,"{'a': 1.0, 'e': 0.7877420456066309}",20,0,-57.733953099553084,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
846,False,"{'a': 1.0, 'e': 0.7872579933039492}",20,0,-94.10607590142246,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
847,False,"{'a': 1.0, 'e': 0.7867734553809828}",30,0,-96.84409597660176,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
848,False,"{'a': 1.0, 'e': 0.7862884321366189}",20,0,-20.2493961881125,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
849,False,"{'a': 1.0, 'e': 0.7858029238700444}",30,0,-178.1425856207277,"{0: 17, 1: 0, 2: 10, 3: 1, 4: 2}",0
850,False,"{'a': 1.0, 'e': 0.785316930880745}",30,0,-204.83443350717403,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 4}",0
851,False,"{'a': 1.0, 'e': 0.7848304534685056}",20,0,-6.656958604671016,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
852,False,"{'a': 1.0, 'e': 0.78434349193341}",20,0,-17.363789467765354,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
853,False,"{'a': 1.0, 'e': 0.7838560465758406}",25,0,-48.83195124642853,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
854,False,"{'a': 1.0, 'e': 0.7833681176964782}",20,0,7.198635349554838,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
855,False,"{'a': 1.0, 'e': 0.7828797055963015}",25,0,-148.80440882571446,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
856,False,"{'a': 1.0, 'e': 0.7823908105765881}",30,15,-16.188920280686382,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
857,False,"{'a': 1.0, 'e': 0.7819014329389128}",25,0,-122.27829996154975,"{0: 13, 1: 6, 2: 3, 3: 2, 4: 1}",0
858,False,"{'a': 1.0, 'e': 0.7814115729851482}",20,4,-15.472180546074123,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
859,False,"{'a': 1.0, 'e': 0.7809212310174647}",30,11,-75.46527344561018,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
860,False,"{'a': 1.0, 'e': 0.7804304073383297}",20,0,-112.52870047230498,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
861,False,"{'a': 1.0, 'e': 0.7799391022505081}",30,0,-41.81298798316233,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
862,False,"{'a': 1.0, 'e': 0.7794473160570614}",25,1,-85.62131499021572,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 1}",1
863,False,"{'a': 1.0, 'e': 0.7789550490613482}",20,0,-135.64758222175774,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
864,False,"{'a': 1.0, 'e': 0.7784623015670233}",20,0,-44.75314211440265,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
865,False,"{'a': 1.0, 'e': 0.7779690738780385}",30,0,-56.24925729258957,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
866,False,"{'a': 1.0, 'e': 0.7774753662986409}",25,0,-87.52978573709457,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
867,False,"{'a': 1.0, 'e': 0.7769811791333745}",25,0,-88.57852876482684,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
868,False,"{'a': 1.0, 'e': 0.7764865126870786}",20,0,-111.57961559678488,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
869,False,"{'a': 1.0, 'e': 0.7759913672648884}",20,0,-140.89098365445827,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
870,False,"{'a': 1.0, 'e': 0.7754957431722345}",20,0,-48.89776385510529,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
871,False,"{'a': 1.0, 'e': 0.7749996407148426}",20,0,-80.52309370053861,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
872,False,"{'a': 1.0, 'e': 0.7745030601987338}",20,14,-1.6063267323581771,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 1.0, 'e': 0.7740060019302238}",25,0,-58.95829924265721,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
874,False,"{'a': 1.0, 'e': 0.7735084662159232}",20,0,-50.632141636065676,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
875,False,"{'a': 1.0, 'e': 0.773010453362737}",25,0,-40.20624708615863,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
876,False,"{'a': 1.0, 'e': 0.7725119636778643}",20,0,-180.3985975053703,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
877,False,"{'a': 1.0, 'e': 0.7720129974687991}",20,0,-108.87387183135014,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
878,False,"{'a': 1.0, 'e': 0.7715135550433283}",20,0,-71.91589037170624,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
879,False,"{'a': 1.0, 'e': 0.7710136367095335}",20,0,-129.63225719947607,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
880,False,"{'a': 1.0, 'e': 0.7705132427757891}",30,21,17.04672637359525,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 1.0, 'e': 0.7700123735507636}",30,3,-142.82156035447093,"{0: 16, 1: 0, 2: 8, 3: 2, 4: 1}",1
882,False,"{'a': 1.0, 'e': 0.769511029343418}",20,0,1.3312130519964804,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
883,False,"{'a': 1.0, 'e': 0.7690092104630066}",30,0,-202.18839830319803,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
884,False,"{'a': 1.0, 'e': 0.7685069172190766}",25,0,-26.516188156497577,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
885,False,"{'a': 1.0, 'e': 0.7680041499214677}",30,0,-50.37784117071092,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
886,False,"{'a': 1.0, 'e': 0.7675009088803121}",25,0,-69.80395561689899,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
887,False,"{'a': 1.0, 'e': 0.7669971944060339}",35,14,-110.96530100070986,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 2}",1
