trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1111,False,"{'a': 1.0, 'e': 0.6428544572276459}",25,5,-71.70836529491662,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
1112,False,"{'a': 1.0, 'e': 0.6422526531765844}",20,5,-28.153201209759313,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1113,False,"{'a': 1.0, 'e': 0.6416504529518176}",20,0,-84.30459584452625,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1114,False,"{'a': 1.0, 'e': 0.6410478569248126}",20,16,5.218430609889809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 1.0, 'e': 0.6404448654672811}",20,0,-78.91397692046037,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
1116,False,"{'a': 1.0, 'e': 0.6398414789511784}",30,0,-128.15163592946064,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
1117,False,"{'a': 1.0, 'e': 0.6392376977487039}",25,0,-46.936342671620935,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1118,False,"{'a': 1.0, 'e': 0.6386335222322999}",20,5,-9.13897529065247,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1119,False,"{'a': 1.0, 'e': 0.6380289527746522}",25,20,9.00393900020007,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 1.0, 'e': 0.6374239897486897}",20,0,1.015684811427839,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1121,False,"{'a': 1.0, 'e': 0.636818633527584}",20,4,-17.28821235944365,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1122,False,"{'a': 1.0, 'e': 0.6362128844847494}",25,0,-176.38652138266286,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
1123,False,"{'a': 1.0, 'e': 0.635606742993842}",20,6,-126.87477144054459,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 3}",1
1124,False,"{'a': 1.0, 'e': 0.6350002094287607}",20,0,-144.97058975528546,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
1125,False,"{'a': 1.0, 'e': 0.6343932841636456}",20,0,-87.35764090130591,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
1126,False,"{'a': 1.0, 'e': 0.6337859675728786}",30,18,-20.720276039054323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1127,False,"{'a': 1.0, 'e': 0.6331782600310835}",35,0,-54.752096303151916,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 1}",0
1128,False,"{'a': 1.0, 'e': 0.6325701619131244}",20,3,-23.4698965080893,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1129,False,"{'a': 1.0, 'e': 0.6319616735941072}",25,0,-146.32730823820376,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
1130,False,"{'a': 1.0, 'e': 0.6313527954493777}",30,0,-205.94746813114955,"{0: 21, 1: 0, 2: 3, 3: 2, 4: 4}",0
1131,False,"{'a': 1.0, 'e': 0.6307435278545228}",30,0,-145.40659607186004,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
1132,False,"{'a': 1.0, 'e': 0.6301338711853691}",30,0,-22.441481811692487,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
1133,False,"{'a': 1.0, 'e': 0.6295238258179837}",30,8,-73.49340043815735,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
1134,False,"{'a': 1.0, 'e': 0.6289133921286731}",20,0,-42.49629801787105,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
1135,False,"{'a': 1.0, 'e': 0.6283025704939835}",20,2,17.98892694680181,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1136,False,"{'a': 1.0, 'e': 0.6276913612907006}",30,0,-127.34576420510625,"{0: 21, 1: 4, 2: 2, 3: 0, 4: 3}",0
1137,False,"{'a': 1.0, 'e': 0.6270797648958485}",20,0,-37.49301817927437,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1138,False,"{'a': 1.0, 'e': 0.6264677816866908}",25,6,-69.99328912253614,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
1139,False,"{'a': 1.0, 'e': 0.6258554120407296}",20,0,-62.36271713294503,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
1140,False,"{'a': 1.0, 'e': 0.6252426563357052}",25,0,-37.68360238195856,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
1141,False,"{'a': 1.0, 'e': 0.624629514949596}",20,0,-49.510440521455806,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1142,False,"{'a': 1.0, 'e': 0.6240159882606185}",20,0,-5.148826100606399,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1143,False,"{'a': 1.0, 'e': 0.6234020766472269}",25,7,-62.25811139787461,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
1144,False,"{'a': 1.0, 'e': 0.6227877804881126}",20,0,-50.417444400784674,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1145,False,"{'a': 1.0, 'e': 0.6221731001622043}",30,0,-141.88544835251523,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
1146,False,"{'a': 1.0, 'e': 0.6215580360486677}",20,0,-120.3661140291807,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
1147,False,"{'a': 1.0, 'e': 0.6209425885269053}",20,0,-18.46767885582987,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1148,False,"{'a': 1.0, 'e': 0.620326757976556}",25,0,-25.366115859304067,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1149,False,"{'a': 1.0, 'e': 0.6197105447774952}",25,0,-72.77806107590791,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
1150,False,"{'a': 1.0, 'e': 0.6190939493098341}",25,0,-16.609419456214418,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
1151,False,"{'a': 1.0, 'e': 0.6184769719539195}",20,2,-0.8309774603687188,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
1152,False,"{'a': 1.0, 'e': 0.6178596130903344}",20,0,-164.08806843781124,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
1153,False,"{'a': 1.0, 'e': 0.6172418730998965}",25,0,-160.94180790898452,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
1154,False,"{'a': 1.0, 'e': 0.6166237523636591}",20,4,-9.662001748306938,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1155,False,"{'a': 1.0, 'e': 0.6160052512629098}",25,2,18.331446790781683,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1156,False,"{'a': 1.0, 'e': 0.6153863701791715}",20,5,-35.02700756048411,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
1157,False,"{'a': 1.0, 'e': 0.6147671094942009}",25,11,-73.986820146589,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 1}",1
1158,False,"{'a': 1.0, 'e': 0.6141474695899893}",20,8,-43.04038092656732,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
1159,False,"{'a': 1.0, 'e': 0.6135274508487617}",20,0,-4.12614557939224,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1160,False,"{'a': 1.0, 'e': 0.6129070536529765}",25,0,-78.58372605265592,"{0: 18, 1: 2, 2: 1, 3: 4, 4: 0}",0
1161,False,"{'a': 1.0, 'e': 0.6122862783853262}",25,6,-1.842373903418621,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1162,False,"{'a': 1.0, 'e': 0.6116651254287361}",20,0,-38.218199868084,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
1163,False,"{'a': 1.0, 'e': 0.6110435951663645}",35,5,-35.522019798251314,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
1164,False,"{'a': 1.0, 'e': 0.6104216879816026}",25,0,-45.460894215115246,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1165,False,"{'a': 1.0, 'e': 0.6097994042580738}",30,21,-38.678632250176626,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1166,False,"{'a': 1.0, 'e': 0.6091767443796341}",20,0,-73.2214809768498,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1167,False,"{'a': 1.0, 'e': 0.6085537087303714}",30,9,-37.238533682558234,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
1168,False,"{'a': 1.0, 'e': 0.6079302976946055}",25,0,-67.95084938585981,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
1169,False,"{'a': 1.0, 'e': 0.6073065116568873}",25,0,-143.3786602718588,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",1
1170,False,"{'a': 1.0, 'e': 0.6066823510019997}",30,0,-108.10450043801582,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
1171,False,"{'a': 1.0, 'e': 0.6060578161149562}",20,15,3.1183328196709796,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 1.0, 'e': 0.6054329073810014}",20,10,-33.89822308551921,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1173,False,"{'a': 1.0, 'e': 0.6048076251856103}",20,0,-48.83985977454143,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1174,False,"{'a': 1.0, 'e': 0.6041819699144885}",25,0,-70.74413344487876,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
1175,False,"{'a': 1.0, 'e': 0.6035559419535714}",25,0,35.56800424356011,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1176,False,"{'a': 1.0, 'e': 0.6029295416890247}",20,3,-9.384933784651714,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1177,False,"{'a': 1.0, 'e': 0.6023027695072436}",25,0,-103.60807513277786,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
1178,False,"{'a': 1.0, 'e': 0.6016756257948523}",25,12,-28.62551862417842,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1179,False,"{'a': 1.0, 'e': 0.6010481109387049}",25,0,-77.04567035075155,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
1180,False,"{'a': 1.0, 'e': 0.600420225325884}",20,9,-8.158981557445578,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1181,False,"{'a': 1.0, 'e': 0.599791969343701}",20,0,-66.70818170448494,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1182,False,"{'a': 1.0, 'e': 0.5991633433796958}",30,0,-39.634224500444496,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
1183,False,"{'a': 1.0, 'e': 0.5985343478216364}",20,0,-40.24659869746046,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1184,False,"{'a': 1.0, 'e': 0.5979049830575189}",25,9,-132.27816033601613,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 3}",1
1185,False,"{'a': 1.0, 'e': 0.5972752494755671}",25,0,2.23814541303527,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
1186,False,"{'a': 1.0, 'e': 0.5966451474642323}",25,12,-19.34815685104756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1187,False,"{'a': 1.0, 'e': 0.5960146774121929}",20,10,-27.651177311303417,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
1188,False,"{'a': 1.0, 'e': 0.595383839708355}",30,0,-58.766977499181564,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
1189,False,"{'a': 1.0, 'e': 0.5947526347418505}",35,10,-27.058400021213863,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",1
1190,False,"{'a': 1.0, 'e': 0.5941210629020386}",20,5,-55.21113498616971,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
1191,False,"{'a': 1.0, 'e': 0.5934891245785043}",25,0,-91.57016356168067,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
1192,False,"{'a': 1.0, 'e': 0.5928568201610592}",25,4,-131.58077452527672,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 3}",1
1193,False,"{'a': 1.0, 'e': 0.5922241500397404}",30,18,-15.564568255117738,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
1194,False,"{'a': 1.0, 'e': 0.5915911146048104}",30,15,14.702344841867,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1195,False,"{'a': 1.0, 'e': 0.5909577142467575}",20,0,2.7799109331886753,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1196,False,"{'a': 1.0, 'e': 0.5903239493562945}",20,0,-100.92485670261276,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1197,False,"{'a': 1.0, 'e': 0.5896898203243599}",25,0,-51.24981301982897,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
1198,False,"{'a': 1.0, 'e': 0.5890553275421161}",25,0,22.48955369526572,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
1199,False,"{'a': 1.0, 'e': 0.5884204714009501}",20,0,-44.205429925880296,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
1200,False,"{'a': 1.0, 'e': 0.5877852522924731}",25,4,-25.98163398534942,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 0}",1
1201,False,"{'a': 1.0, 'e': 0.5871496706085203}",25,0,-7.605343576801273,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1202,False,"{'a': 1.0, 'e': 0.5865137267411502}",25,0,-69.74536522157715,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
1203,False,"{'a': 1.0, 'e': 0.5858774210826451}",20,0,-9.336129674062182,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1204,False,"{'a': 1.0, 'e': 0.5852407540255101}",30,16,-9.679817519442604,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1205,False,"{'a': 1.0, 'e': 0.5846037259624737}",20,2,-66.12034209313866,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
1206,False,"{'a': 1.0, 'e': 0.5839663372864865}",20,0,-50.1199735468929,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
1207,False,"{'a': 1.0, 'e': 0.5833285883907221}",25,7,-43.99238499657418,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
1208,False,"{'a': 1.0, 'e': 0.5826904796685761}",20,0,16.695123886882325,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1209,False,"{'a': 1.0, 'e': 0.5820520115136658}",25,0,13.911867318673382,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1210,False,"{'a': 1.0, 'e': 0.5814131843198306}",25,0,-104.94343346468469,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
1211,False,"{'a': 1.0, 'e': 0.5807739984811312}",25,0,-30.458469891744212,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1212,False,"{'a': 1.0, 'e': 0.5801344543918494}",20,0,-43.516906768880446,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
1213,False,"{'a': 1.0, 'e': 0.5794945524464883}",25,0,-81.82216045790226,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
1214,False,"{'a': 1.0, 'e': 0.5788542930397714}",25,0,-59.18720548361088,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
1215,False,"{'a': 1.0, 'e': 0.5782136765666431}",25,0,-111.65111117596793,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
1216,False,"{'a': 1.0, 'e': 0.5775727034222676}",20,3,-39.3563661514157,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
1217,False,"{'a': 1.0, 'e': 0.5769313740020294}",20,5,-19.551593451372113,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
1218,False,"{'a': 1.0, 'e': 0.576289688701533}",30,0,-64.33869708225676,"{0: 25, 1: 3, 2: 0, 3: 0, 4: 2}",0
1219,False,"{'a': 1.0, 'e': 0.5756476479166016}",20,5,-30.732514600547553,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
1220,False,"{'a': 1.0, 'e': 0.5750052520432786}",30,0,-109.83519436276448,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
1221,False,"{'a': 1.0, 'e': 0.5743625014778259}",20,0,-19.660968640171784,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1222,False,"{'a': 1.0, 'e': 0.5737193966167244}",20,0,-30.487222922910924,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
1223,False,"{'a': 1.0, 'e': 0.5730759378566735}",25,8,-0.26805432889488956,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
1224,False,"{'a': 1.0, 'e': 0.5724321255945909}",20,0,-131.14806000348813,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
1225,False,"{'a': 1.0, 'e': 0.5717879602276122}",20,0,-10.661964522545759,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1226,False,"{'a': 1.0, 'e': 0.5711434421530912}",25,7,-50.54778389021406,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1227,False,"{'a': 1.0, 'e': 0.570498571768599}",35,14,-46.63303248835019,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 0}",1
1228,False,"{'a': 1.0, 'e': 0.5698533494719238}",30,1,-56.55241958380646,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 1}",1
1229,False,"{'a': 1.0, 'e': 0.5692077756610714}",20,1,-59.294483760589735,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
1230,False,"{'a': 1.0, 'e': 0.5685618507342639}",20,3,-20.65666145526806,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
1231,False,"{'a': 1.0, 'e': 0.5679155750899406}",35,12,10.597499577083141,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1232,False,"{'a': 1.0, 'e': 0.5672689491267565}",20,0,-101.22578911358727,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
1233,False,"{'a': 1.0, 'e': 0.5666219732435831}",25,0,-44.51641487615963,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1234,False,"{'a': 1.0, 'e': 0.5659746478395077}",30,0,-93.32215599870078,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
1235,False,"{'a': 1.0, 'e': 0.5653269733138329}",25,0,-45.20461201870641,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1236,False,"{'a': 1.0, 'e': 0.5646789500660772}",30,0,-25.752343260313502,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
1237,False,"{'a': 1.0, 'e': 0.5640305784959735}",25,2,-96.07617335994715,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 1}",1
1238,False,"{'a': 1.0, 'e': 0.5633818590034704}",30,0,8.666855720639512,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1239,False,"{'a': 1.0, 'e': 0.5627327919887303}",25,11,-21.37527846423209,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
1240,False,"{'a': 1.0, 'e': 0.5620833778521306}",30,0,-149.9349356806878,"{0: 19, 1: 0, 2: 8, 3: 1, 4: 2}",0
1241,False,"{'a': 1.0, 'e': 0.5614336169942624}",25,0,-117.33689024889445,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
1242,False,"{'a': 1.0, 'e': 0.5607835098159312}",20,0,-65.86912913123679,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1243,False,"{'a': 1.0, 'e': 0.5601330567181553}",25,11,14.995777245227504,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1244,False,"{'a': 1.0, 'e': 0.559482258102167}",20,0,-47.89429577638095,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1245,False,"{'a': 1.0, 'e': 0.5588311143694117}",20,0,-33.70838945929217,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1246,False,"{'a': 1.0, 'e': 0.5581796259215475}",20,15,9.419441373315905,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 1.0, 'e': 0.5575277931604452}",30,0,-101.84217838754486,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
1248,False,"{'a': 1.0, 'e': 0.556875616488188}",20,0,-29.453068793000877,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
1249,False,"{'a': 1.0, 'e': 0.5562230963070713}",20,0,-76.9803594304446,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
1250,False,"{'a': 1.0, 'e': 0.5555702330196022}",20,2,-16.62638351297783,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
1251,False,"{'a': 1.0, 'e': 0.5549170270284998}",20,2,-20.325728642136834,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1252,False,"{'a': 1.0, 'e': 0.5542634787366941}",20,0,-30.639018302269353,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1253,False,"{'a': 1.0, 'e': 0.5536095885473267}",20,0,3.9125983225902434,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1254,False,"{'a': 1.0, 'e': 0.5529553568637499}",25,0,-44.643432458065746,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1255,False,"{'a': 1.0, 'e': 0.5523007840895265}",30,13,-8.500668299251608,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1256,False,"{'a': 1.0, 'e': 0.5516458706284303}",25,0,-38.746388360144664,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
1257,False,"{'a': 1.0, 'e': 0.5509906168844443}",20,0,-45.29144775865045,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1258,False,"{'a': 1.0, 'e': 0.5503350232617624}",25,0,-29.92457669754927,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1259,False,"{'a': 1.0, 'e': 0.5496790901647873}",25,6,-52.38714609833641,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
1260,False,"{'a': 1.0, 'e': 0.5490228179981318}",35,0,-85.45012511762845,"{0: 28, 1: 4, 2: 0, 3: 1, 4: 2}",0
1261,False,"{'a': 1.0, 'e': 0.5483662071666173}",20,0,-34.777031021267184,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1262,False,"{'a': 1.0, 'e': 0.5477092580752745}",30,0,-96.77359184973764,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
1263,False,"{'a': 1.0, 'e': 0.5470519711293426}",20,0,-11.790762566356726,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1264,False,"{'a': 1.0, 'e': 0.5463943467342691}",20,0,9.72003439353914,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
1265,False,"{'a': 1.0, 'e': 0.5457363852957099}",20,7,-53.20778186129704,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
1266,False,"{'a': 1.0, 'e': 0.5450780872195286}",20,0,-27.640326111382617,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1267,False,"{'a': 1.0, 'e': 0.5444194529117966}",25,0,-44.94933410600763,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1268,False,"{'a': 1.0, 'e': 0.5437604827787925}",25,0,-114.90538764833195,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
1269,False,"{'a': 1.0, 'e': 0.5431011772270024}",20,0,-11.445815737238037,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1270,False,"{'a': 1.0, 'e': 0.5424415366631188}",20,0,-8.561576032169064,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1271,False,"{'a': 1.0, 'e': 0.5417815614940413}",25,0,-99.81975530864852,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
1272,False,"{'a': 1.0, 'e': 0.5411212521268759}",25,2,-18.20642663656704,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
1273,False,"{'a': 1.0, 'e': 0.5404606089689343}",25,0,-10.341406117277877,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1274,False,"{'a': 1.0, 'e': 0.5397996324277345}",35,26,15.941094853488789,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 1.0, 'e': 0.5391383229110002}",20,0,-3.5666386961577174,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1276,False,"{'a': 1.0, 'e': 0.5384766808266602}",35,18,-49.02674427068488,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1277,False,"{'a': 1.0, 'e': 0.5378147065828486}",25,16,2.3374724539681244,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 1.0, 'e': 0.5371524005879044}",20,0,-66.36859370979472,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1279,False,"{'a': 1.0, 'e': 0.5364897632503709}",20,0,-46.576740417622474,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
1280,False,"{'a': 1.0, 'e': 0.5358267949789967}",20,0,-20.179393250595286,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1281,False,"{'a': 1.0, 'e': 0.5351634961827334}",30,0,-116.59171524503566,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
1282,False,"{'a': 1.0, 'e': 0.5344998672707374}",30,0,-92.68982640592658,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
1283,False,"{'a': 1.0, 'e': 0.533835908652368}",25,0,-18.615516086350958,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
1284,False,"{'a': 1.0, 'e': 0.5331716207371886}",30,7,-56.41503697457253,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 1}",1
1285,False,"{'a': 1.0, 'e': 0.5325070039349652}",25,17,-31.562194129161,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
1286,False,"{'a': 1.0, 'e': 0.5318420586556668}",25,0,-59.72235079135795,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
1287,False,"{'a': 1.0, 'e': 0.5311767853094651}",20,4,-55.77299856859141,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
1288,False,"{'a': 1.0, 'e': 0.530511184306734}",20,0,-60.381318225302394,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
1289,False,"{'a': 1.0, 'e': 0.5298452560580499}",25,0,10.993506035436695,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1290,False,"{'a': 1.0, 'e': 0.5291790009741907}",20,0,-75.93561880404563,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1291,False,"{'a': 1.0, 'e': 0.5285124194661359}",30,12,-4.656551056427758,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
